gene_short_name,NIL_6h_FPKM,NIL_12h_FPKM,NIL_24h_FPKM
AMA1,1.5162,0.918128,2.49664
DIE2,68.6642,72.511,70.2541
BNS1,118.722,138.132,139.044
NAS6,117.418,117.32,128.734
YHB1,723.666,682.843,785.42
MPC3,564.975,235.174,1089.87
CPD1,53.5972,50.6681,69.2864
SOL4,51.5926,49.3951,71.0919
MGA1,11.5226,6.22812,20.1743
NOP19,66.3154,58.9769,88.8559
GCN5,54.1383,53.9722,57.7568
ENO1,153.979,108.667,42.9978
tT(UGU)G2,0,0,0
GND2,24.6252,5.96187,52.2198
TNA1,325.078,391.482,310.059
YGR266W,90.703,89.4564,111.319
YTA7,39.8421,29.3799,55.1663
SLH1,19.3571,17.878,23.7062
RTT102,182.819,233.935,152.583
CWC22,40.3437,59.0334,29.4442
YOR1,16.8859,12.8037,23.0995
MAL13,67.3954,55.7109,98.7033
MAL12,33.457,2.74878,78.2922
PAU12,10.4613,11.6657,11.3152
YRF1-3,0,0,0
PAU11,2.28643,1.14657,4.18227
MNT2,41.873,54.3798,35.8563
RTG2,138.423,139.499,160.395
HFM1,14.0569,12.3119,18.6255
RME3,45.899,45.7159,61.4807
RAI1,75.0434,89.5192,64.873
YGL242C,91.8056,102.009,86.4173
HAP2,72.0418,73.5739,88.3278
MTO1,32.9741,18.776,51.1797
EMC4,258.533,386.43,160.62
YGL230C,6.7248,8.23873,5.7893
SAP4,23.5702,20.5805,32.6234
OST5,220.617,301.634,137.568
tV(AAC)G3,0,0,0
SDT1,878.234,1571.78,456.347
COG1,128.48,148.88,137.768
EDC1,105.948,188.616,46.0419
NIF3,360.181,530.203,259.492
MDM34,305.878,262.581,439.452
SKI8,99.1622,130.26,75.0818
CHC1,65.2224,60.372,81.3461
tH(GUG)G1,0,0,0
YGL204C,28.6289,33.3059,18.6896
KEX1,54.7038,46.2765,70.3936
MCM6,49.7813,57.7918,49.6116
EMP24,372.238,403.847,324.555
YGL194C-A,69.979,83.0926,72.4197
HOS2,24.4795,33.2853,20.8933
YGL193C,13.1438,6.79697,22.9364
YGL193C,110.886,65.9004,192.958
CDC55,72.8268,61.8303,94.8682
RPS26A,2196.22,2106.82,1052.08
YGL188C-A,33.5247,21.9231,47.2723
COX4,602.169,228.229,1125.37
TPN1,271.283,249.81,356.084
YGL185C,69.63,108.565,47.1818
STR3,119.971,84.217,181.022
MND1,12.1306,5.9409,20.8325
TOS3,14.0003,11.0455,18.0301
YGL176C,25.2546,24.1663,29.3415
SAE2,10.0897,8.57104,13.3234
XRN1,75.5587,56.6579,99.818
SPO74,0.888511,0.396972,1.14335
tK(CUU)G2,0,0,0
PMR1,66.2843,58.4041,79.9039
YRB30,41.1761,50.737,38.2468
RAD54,42.1026,35.5183,56.1744
YIP5,102.34,85.3335,131.807
LYS5,134.492,107.901,207.554
INO80,32.9895,32.5756,35.1785
RPL9A,569.192,329.587,62.9233
RRT6,39.6529,8.75431,84.89
ROG1,22.5369,22.4247,26.0705
MRF1,32.0584,19.2655,44.0765
GPI10,71.4815,75.2708,85.7892
YGL140C,34.695,31.5327,42.8769
YGL138C,1.36584,2.81353,0.181461
MRM2,56.1493,40.6619,80.2635
SNT2,8.49679,7.34917,11.041
RSM23,76.8761,65.5799,93.5324
CWC23,42.5691,34.1473,58.2808
SOH1,105.909,108.149,123.014
MON1,41.6734,48.648,43.876
NAB2,109.141,123.204,96.07
GPG1,82.4809,39.342,154.698
PRP43,73.8363,104.181,32.2335
tW(CCA)G1,0,0,0
TAF6,115.446,114.64,135.484
CUE3,55.1779,72.4782,47.8165
YGL108C,154.163,216.005,121.761
RMD9,55.0796,37.4313,75.0715
VPS73,35.4195,44.8201,35.1726
VPS45,106.158,111.982,126.772
PAN2,25.6461,22.3092,30.4431
NBP35,120.181,165.68,101.109
MF(ALPHA)2,16.0482,14.2918,18.2813
MMS2,454.351,582.49,419.733
GUP1,85.124,72.5215,109.83
DBP3,117.086,175.427,38.8633
HNM1,276.289,238.391,296.092
RPL7A,690.235,494.457,185.45
snR39,0,0,0
snR39B,52.0104,42.911,87.9354
MPS2,17.3617,18.1049,19.9616
RPB9,100.561,132.996,52.782
ALG2,72.8698,89.685,69.6608
MRH4,27.4631,21.4487,34.5745
DUO1,37.68,39.0829,38.341
GEP7,35.3636,37.2297,40.2375
SDS23,210.037,168.3,302
ERV14,257.71,264.129,230.442
tE(UUC)G2,0,0,0
TIF4632,61.6024,93.7438,38.0149
RPT6,249.39,197.885,304.33
tV(AAC)G1,0,0,0
RNA15,88.8415,107.014,87.1808
YGL041C-B,6.23602,4.82891,7.62087
HEM2,158.268,107.28,214.398
OCH1,41.2113,33.2256,54.3569
PNC1,533.556,480.903,723.967
MIG1,91.8724,87.8381,111.167
AGA2,238.442,406.724,92.745
RPL24A,1123.44,1155.21,343.239
tF(GAA)G,0,0,0
SCW11,88.7288,120.276,48.4529
CWH41,69.3322,56.6974,88.7786
TRP5,495.113,505.919,595.674
PGD1,60.3454,45.9576,85.4095
PIB2,104.668,100.646,130.896
GET1,93.9262,121.149,54.3077
JAC1,66.9405,78.663,64.1726
YGL015C,10.9875,18.5304,7.14286
PDR1,66.0619,42.8573,102.641
SCL1,415.998,399.944,436.063
LEU1,403.305,383.67,266.216
PMA1,1287.52,712.042,1066.07
YGL007C-A,33.9269,0,99.9468
COG7,99.4886,134.487,77.0682
RPN14,73.5211,86.6803,77.7139
CDH1,33.27,26.0381,44.9438
ERG26,268.754,419.291,163.466
EFM5,177.589,181.215,184.568
SWC4,67.8904,81.8529,70.3102
TFG2,110.076,122.178,111.507
STF2,297.119,108.677,578.268
SEC9,75.3893,68.8795,97.0114
YGR015C,51.4484,56.7749,58.4801
YGR018C,195.5,211.499,199.281
VMA7,480.039,656.312,289.965
THG1,129.751,149.527,130.652
RPS25A,1119.55,844.839,488.307
tD(GUC)G2,0,0,0
POP6,98.6789,109.586,110.856
NAG1,54.6604,33.1368,88.3481
TIM21,171.403,198.949,173.855
YGR035C,105.239,213.072,12.7426
CAX4,36.3675,41.278,33.2785
ACB1,550.244,566.554,414.135
tS(AGA)G,0,0,0
YGR038C-B,0.388282,0.509514,0.349701
NQM1,126.509,41.8123,261.91
RME1,118.785,108.867,148.63
TFC4,29.9281,34.6611,29.0246
YGR050C,28.7211,34.7765,29.0079
YGR053C,19.9165,11.6725,35.2912
LST7,59.92,46.5656,82.6773
ADE6,329.607,274.301,400.095
COX18,26.4079,20.3795,31.9282
SPT4,188.379,242.585,120.705
VHT1,587.97,622.339,721.943
YGR066C,57.017,44.5183,88.9725
YGR067C,433.871,14.4431,1012.86
ART5,47.2226,28.5636,77.0182
ENV11,23.084,28.1477,21.5011
PRP38,75.0992,102.052,64.0526
MRPL25,176.928,238.088,136.595
PEX8,47.3186,40.0436,64.9074
PAC10,134.316,243.163,49.6123
SLX9,89.2843,126.922,63.2148
GCD2,87.1809,112.34,67.8529
MRP13,81.9441,82.3519,78.4338
RPL11B,486.654,444.024,184.625
PIL1,987.202,1133.48,975.266
PDC6,29.8318,11.263,59.2787
RRP46,100.53,128.824,80.6662
ESP1,14.593,15.3716,16.11
GTF1,221.022,119.867,385.048
SRB5,77.8515,110.744,61.7313
VOA1,351.051,429.526,273.677
tK(UUU)G2,0,0,0
CLB6,5.52138,7.23502,1.81855
tC(GCA)G,0,0,0
YGR117C,75.8943,101.11,60.4729
NUP57,159.676,206.281,137.946
COG2,68.6873,92.8226,60.4053
MEP1,62.221,42.2368,93.1965
PPT1,29.6363,35.1575,14.0632
UTP8,73.3573,102.6,44.8945
YGR130C,121.966,92.8065,182.766
PHB1,193.463,170.386,208.58
TPO2,71.1885,66.6407,97.0244
ECL1,130.045,125.405,172.439
YGR146C-A,46.5585,28.708,74.5488
NAT2,119.755,106.308,149.065
RPL24B,973.284,857.762,395.799
CCM1,28.2214,26.634,27.866
RSR1,84.4448,99.4973,65.879
GTO1,28.8974,24.3786,41.0429
MTR3,109.114,150.293,74.6705
NSR1,232.026,287.226,80.7164
RTS3,176.4,286.956,108.53
YGR161C-D,2.20736,2.6104,2.20374
tR(UCU)G2,0,0,0
YGR168C,40.4763,37.2735,49.3824
PUS6,21.6895,17.108,24.9605
LSO2,364.36,466.418,260.528
MSM1,28.0046,23.2705,33.7346
YIP1,166.265,242.528,120.608
CBP4,155.257,68.1945,284.856
ERG1,466.726,668.238,321.328
ATF2,25.4011,20.1656,25.3242
PBP1,113.865,93.924,140.221
OKP1,37.9769,35.106,47.1086
RNR4,450.53,429.898,533.949
tL(CAA)G3,0,0,0
QCR9,2259.31,1013.41,4143.33
UBR1,33.2502,24.815,45.1977
TYS1,577.418,812.044,430.485
HGH1,119.305,172.188,67.7558
BUB1,6.57243,4.93294,8.98715
CRH1,485.619,828.627,215.626
tW(CCA)G2,0,0,0
TDH3,5623.8,5198.45,845.219
PDX1,265.535,349.802,238.611
XKS1,55.4267,23.9544,102.79
FYV8,43.1761,49.3904,43.3207
SNG1,80.4506,69.7923,117.352
ELP2,45.7399,43.0128,43.5378
YGR201C,38.168,31.3916,51.0553
PCT1,233.959,338.254,172.926
YGR204C-A,20.7533,5.32809,40.7443
CIR1,298.987,244.303,421.959
TRX2,292.271,317.288,288.059
YGR210C,52.3791,40.4804,57.2367
RTA1,21.9294,18.8529,28.3767
GPI1,38.0243,40.2249,39.7139
tG(GCC)G2,0,0,0
MRPL9,93.787,66.6198,114.101
TOS2,13.9556,11.7882,16.8094
snR7-L,9.59205,12.9306,0.958653
snR7-L,0.283906,9.63E-05,8.94377
HSV2,50.0928,41.575,69.0486
SMI1,178.451,215.89,155.463
PHB2,292.803,288.369,321.87
PHO81,22.633,14.5179,34.0131
MIC26,274.918,302.204,316.556
SPG1,72.6517,4.90983,165.636
YGR237C,68.0667,82.0584,71.3016
KEL2,23.7205,10.3566,38.9825
PEX21,587.085,277.565,1097.66
PFK1,299.125,304.478,225.882
YGR240C-A,33.5269,50.3132,19.3861
YAP1802,74.0625,57.6059,100.181
LSC2,339.595,188.6,585.758
SDA1,53.4263,53.7492,48.1599
BRF1,62.6918,55.0562,82.8176
YGR250C,148.923,76.2361,263.187
PUP2,358.35,409.106,319.303
COQ6,59.9984,60.1307,66.6662
MTM1,66.7927,64.1917,73.5571
RAD2,28.5921,29.2855,33.151
APL6,97.7187,126.446,89.382
BUD32,135.181,159.623,130.467
SAY1,29.0179,24.4348,37.8695
MES1,206.121,262.279,143.458
FOL2,498.643,589.353,502.757
HUA1,110.852,109.395,133.559
EFG1,93.0239,132.206,43.2694
YGR273C,2.52476,4.79414,0.718231
TAF1,40.8045,47.621,39.3318
RNH70,77.9609,90.1134,71.1021
CAB4,79.6873,102.818,62.039
SCW4,330.625,437.846,191.679
PXR1,92.8463,120.637,56.7414
BGL2,1257.36,1952.79,635.235
YGR283C,62.9733,102.121,28.564
ERV29,288.498,327.037,284.891
ZUO1,364.528,513.842,176.206
BIO2,269.06,303.917,265.016
IMA1,55.9529,23.533,105.399
MAL11,153.011,12.1095,360.936
COS6,207.662,129.148,333.467
COS8,1.04623,1.05416,1.40981
YHL044W,14.7114,15.2156,19.2216
ECM34,28.6616,26.8732,35.3417
YHL042W,45.9869,55.4294,44.1617
EFM1,88.5958,123.249,60.7866
MUP3,66.8884,35.9185,103.11
ECM29,24.1039,14.8197,33.4581
WSC4,19.5398,28.7635,10.0102
RIM101,273.581,345.162,261.33
SNF6,63.8686,41.1359,91.4037
RIM4,40.5729,20.506,71.0629
tH(GUG)H,0,0,0
YHL018W,14.3113,18.0779,11.1452
YHL017W,38.932,48.6818,29.3295
YHL015W-A,79.4352,146.577,103.391
RPS20,1825.64,1648.23,429.76
YHL012W,8.47356,4.06498,12.1159
YHL009W-B,0.0488619,0.0684439,0.0551946
MRP4,98.0732,68.3616,126.653
HSE1,114.911,134.418,118.056
RPL14B,441.144,417.803,188.272
OSH7,137.434,156.125,149.95
QCR10,1030.49,361.268,2018.42
LEU5,42.5882,28.5404,68.498
STP2,255.429,304.063,270.015
RPL27A,1133.02,1145.99,377.319
DIA4,17.0032,5.90786,31.1436
VPS29,118.959,143.43,106.369
SPO13,14.2175,16.1403,16.1625
tQ(UUG)H,0,0,0
MIP6,6.54359,9.12678,4.98544
YSC83,77.2829,60.4624,108.129
YHR020W,327.479,440.048,243.319
ECM12,115.811,255.601,12.9505
MYO1,22.8823,30.2886,20.2664
THR1,347.618,373.299,369.698
VMA16,335.989,471.024,216.705
ERC1,69.2549,67.521,78.7465
YHR033W,82.1028,8.14443,186.286
NEL1,10.0976,7.66084,14.3831
BRL1,25.9707,19.4501,33.6089
PUT2,221.26,201.069,302.331
RRF1,41.261,34.8437,46.6577
BCD1,30.9463,20.8763,40.4384
NCP1,95.8259,98.0683,99.5826
YHR045W,67.953,84.0419,56.8624
YHK8,47.2708,32.1659,75.5226
FSH1,137.249,173.85,74.3121
SMF2,86.9084,48.1091,147.592
YHR050W-A,14.0741,7.68281,24.7409
COX6,667.485,485.028,1037.42
CIC1,129.067,169.47,63.569
RUF5-1,0,0,0
RUF5-2,0,0,0
FYV4,150.033,154.79,149.139
VMA22,114.959,154.775,83.5905
SSF1,74.625,101.978,42.0276
HTD2,46.6749,29.3904,72.8701
DYS1,138.526,186.334,44.2595
TRM5,46.5014,54.847,42.5445
PCL5,1879.79,2892.23,1498.31
ERG7,214.917,270.378,198.937
NOP10,782.369,1083.25,467.332
OSH3,56.8851,54.4738,64.3887
QNS1,84.3462,75.9968,103.595
PTC7,94.8472,126.268,77.3269
YHR078W,87.2151,81.7338,114.286
LRP1,185.452,203.238,181.218
SAM35,109.828,100.453,132.218
STE12,39.0754,54.7795,23.4541
IPI1,49.4743,70.1819,27.5403
NAM8,59.2504,54.7135,76.2789
YHR086W-A,26.3605,10.3741,48.3218
RTC3,168.833,45.4251,359.065
RPF1,108.178,100.049,121.938
TRA1,11.6293,10.6052,12.5491
KIC1,34.2672,21.5654,54.5206
SBE22,40.0149,26.9701,57.2005
GRE3,190.558,134.048,288.711
YPT35,33.7608,25.9482,51.7173
TRR2,126.035,113.393,170.565
GGA2,113.2,129.978,96.6962
CTM1,16.8418,13.0756,21.4946
ERP5,136.815,111.485,180.922
UBA4,99.4312,136.139,82.0115
APE4,71.9086,56.6653,98.3855
BZZ1,68.3667,72.9211,75.0615
COX23,57.3346,22.8328,96.4154
TOM71,46.1991,49.3776,42.0194
SET1,34.3645,33.9053,39.4824
MSH1,25.0085,32.3901,19.426
LSM12,204.405,220.08,209.109
CIA2,218.842,261.005,231.291
EPT1,63.5123,75.2935,38.3167
NDT80,14.9917,9.64013,22.984
YHR127W,33.7939,36.0618,28.5825
FUR1,94.7777,130.995,21.6181
IGO2,148.741,110.368,218.657
WSS1,47.34,56.6424,46.8328
ARO9,135.759,39.9371,285.603
YHR140W,18.8132,12.309,29.8459
snR32,11.4647,7.81072,10.063
CHS7,115.644,149.497,81.9857
DSE2,453.289,725.757,156.815
RPC10,84.4271,114.285,21.613
CRP1,180.515,185.672,197.458
IMP3,149.501,244.796,61.2225
PEX28,66.6564,61.2753,90.8428
SPO12,88.9469,100.743,82.322
RTT107,20.4643,18.7836,20.5245
YSP1,21.4596,15.9189,30.2416
snR71,0,0,0
REC104,8.51204,6.25965,12.4925
TDA11,21.7022,20.3145,27.4091
MPC2,2999.3,4237.86,2406.97
SOL3,189.626,172.79,132.626
THP2,30.7973,47.62,17.1465
MTG2,21.1924,16.6424,28.0298
DBP8,60.623,77.9978,35.9748
NMD3,154.005,178.818,129.039
ATG7,24.3495,11.6935,44.2773
SPC97,14.5233,13.5552,16.1368
ENO2,2950.22,2527.27,84.3614
CTR2,109.167,97.8211,116.73
YHR175W-A,20.6369,0,39.1409
FMO1,23.4123,17.8228,30.0946
YHR177W,25.4347,28.1257,28.1171
STB5,18.1592,13.1433,25.6963
OYE2,231.114,175.614,199.759
tT(UGU)H,0,0,0
SVP26,121.99,163.78,87.4864
YHR182W,20.0626,19.4305,23.4331
GND1,327.913,245.342,54.6017
SSP1,4.19206,4.48443,4.23948
IKI1,78.7733,86.1376,83.2802
PTH1,29.735,11.1206,56.7149
ERG9,282.169,320.304,290.434
LNP1,68.4605,73.8631,68.6438
MDM31,41.185,33.9446,57.209
NVJ1,120.2,143.845,127.688
UTP9,81.9775,121.219,38.0695
RIX1,47.2932,61.5016,33.359
RPN10,197.676,166.905,208.887
YHR202W,36.7753,24.9389,58.2597
MNL1,26.0063,20.5195,29.8229
SCH9,114.571,124.022,117.137
SKN7,110.169,127.031,113.064
BAT1,706.102,1040.28,223.314
CRG1,63.3759,95.3641,46.5512
FLO5,19.5935,9.5755,31.9009
YHR212W-A,0,0,0
YHR213W,0,0,0
YHR213W-A,14.9042,11.8869,20.3578
YHR213W-B,11.9916,10.5493,13.7162
YHR214W,18.3525,11.7253,29.8056
PHO12,17.119,13.3142,24.3066
IMD2,167.636,170.815,166.807
YHR218W,0,0,0
YHR219W,0.339841,0.131895,0.623211
YHL050C,5.22209,2.33822,8.60471
YHL049C,2.06614,0.815646,2.12785
YHL048C-A,0,0,0
ARN2,0,0,0
PAU13,0,0,0
ARN1,29.9205,18.1821,43.2368
CBP2,56.9595,55.433,68.2902
VMR1,13.1664,11.7191,16.8541
SBP1,347.771,406.34,300.39
RPL8A,384.676,273.019,130.897
GUT1,41.2776,8.99582,80.6251
GOS1,99.9308,100.152,111.886
OCA5,151.45,196.508,139.497
YHL026C,23.6851,19.0742,27.3662
NPR3,37.9466,39.5344,41.4281
SPO11,8.36219,7.1059,11.3046
AIM17,430.546,151.992,853.355
OPI1,120.759,134.453,122.066
APM2,19.4425,10.8565,28.8772
DUR3,22.3081,7.96163,43.8429
YLF2,21.9978,15.1925,30.7329
OTU2,64.4744,66.0915,69.7318
PRS3,212.394,277.518,137.234
ETP1,21.7232,18.2019,30.7788
YAP3,36.9184,44.9544,35.6248
tV(AAC)H,0,0,0
YHL008C,7.41775,5.13753,11.9943
STE20,58.1616,62.3162,58.6505
SHU1,20.7792,15.1844,30.7123
LAG1,104.079,127.144,81.0701
TCD1,83.0401,116.627,59.8407
NEM1,40.4146,31.4409,55.6154
GPA1,203.755,331.592,120.376
TIM10,808.075,755.994,825.611
tT(AGU)H,0,0,0
ERG11,488.793,605.336,347.367
YHR007C-A,47.8354,21.0538,90.9549
SOD2,518.272,435.923,741.722
TDA3,178.709,137.027,255.243
ARD1,45.7978,55.8662,26.0761
tS(AGA)H,0,0,0
YSC84,86.9645,48.8107,147.834
ARG4,1852.87,2077.11,2036.29
DED81,453.769,473.815,468.277
tA(AGC)H,0,0,0
RPS27B,1960.09,1813.93,580.588
YHR022C,83.1202,184.569,8.93096
YHR022C-A,11.4959,37.8149,0
MAS2,134.082,159.349,123.092
RPN1,207.721,187.907,237.089
DAP2,87.241,81.1546,105.989
YHI9,673.407,980.602,548.786
SLT2,86.4681,106.914,78.1886
RRM3,33.4666,23.1945,49.8649
PIH1,32.1578,30.4985,39.5951
MSC7,184.212,210.51,181.423
VMA10,639.251,787.853,414.543
SRB2,59.3485,60.2279,55.2738
DOG2,64.4664,63.0867,72.3524
DOG1,21.9968,25.7378,22.0908
INM1,134.96,212.86,69.845
AAP1,149.765,194.764,146.282
CUP1-1,0,0,0
YHR054C,0,0,0
CUP1-2,0,0,0
RSC30,38.8899,40.5112,44.3496
CPR2,182.696,201.19,175.845
MED6,38.2284,41.934,40.5543
GIC1,28.306,21.0274,38.6942
RPP1,58.2517,80.8996,35.0059
PAN5,164.856,240.264,112.341
SSZ1,305.627,398.231,180.033
RRP3,136.774,213.293,76.852
RRP4,118.558,159.218,91.9067
tF(GAA)H1,0,0,0
PPE1,30.7737,23.4536,46.9702
NMD2,44.665,43.5339,48.4295
IRE1,25.7467,14.8051,41.3314
SAE3,2.55904,1.1924,4.87035
LAM4,25.6064,16.9579,40.0265
KSP1,65.0051,44.114,96.0784
GAR1,297.323,376.063,74.71
YNG2,69.6782,71.127,83.4608
MSR1,47.2557,36.8876,61.3949
HXT4,102.658,70.1097,30.6549
HXT1,77.5593,57.0695,13.1563
HXT5,817.788,18.1864,1976.5
YHR097C,151.946,82.392,261.575
SFB3,53.0538,48.0623,57.2175
GEP4,103.883,107.588,116.467
BIG1,52.5864,57.9008,59.6559
CDC12,93.2012,109.85,78.788
YHR112C,89.1301,79.4953,90.5652
DMA1,69.9569,37.9924,111.329
ORC6,33.5209,46.3954,24.765
tF(GAA)H2,0,0,0
ANS1,1.62216,1.89032,2.00227
ARP1,23.6186,22.5774,25.4086
YHR131C,25.2804,12.6255,40.9359
ECM14,144.867,128.09,183.817
NSG1,74.9124,95.86,41.5351
YCK1,121.361,106.589,156.069
SPL2,18.3619,6.48682,37.2727
YHR138C,276.891,124.762,500.152
SPS100,13.6566,7.00035,23.9715
RPL42B,1742.48,2006.67,490.73
DCD1,52.5017,77.006,28.5952
SUF8,0,0,0
MRPL6,114.867,121.232,114.366
SKG6,43.3811,38.7414,49.0801
MTC6,46.4078,66.2106,33.6475
SPO16,6.9265,7.07869,6.05386
LIN1,39.0781,41.0265,44.5952
KEL1,23.9793,21.6372,27.5778
PEX18,11.9439,5.56695,19.8272
YAP1801,241.542,196.232,347.518
DNA2,10.8719,9.33004,13.8558
PRP8,20.227,23.1123,19.5083
CDC23,37.0403,43.3871,39.3439
YHR173C,16.7744,15.4455,15.8637
PFS1,0.389277,0.445791,0.298466
tV(CAC)H,0,0,0
KOG1,22.2844,19.9582,26.7277
GPI16,84.5211,75.1006,106.236
CTF8,75.9241,100.629,63.3653
EGD2,592.592,731.741,241.6
AIM18,84.9349,55.9689,130.664
AIM46,176.936,192.197,197.751
NBL1,105.027,57.3127,170.415
PPX1,148.529,238.705,76.6906
RPS4B,679.203,646.093,251.363
SET5,39.3654,41.3611,40.1444
YHR210C,9.7598,12.4243,8.66125
YHR214C-B,9.28022,8.55419,8.71059
YHR214C-D,33.7083,6.79644,72.3004
YHR214C-E,22.379,11.9022,39.8899
YIL175W,4.35344,4.24281,5.74412
YIL174W,8.21905,5.92088,13.3127
VTH1,0.195947,0.0881201,0.238665
HXT12,8.81555,5.62523,13.6072
HXT12,4.88194,3.23899,7.24842
SDL1,35.5839,50.2072,28.8509
SUC2,70.6921,67.1026,78.6949
YIL161W,69.2306,88.1077,59.0576
BNR1,8.92529,5.75147,13.416
AIM20,40.5301,54.9892,15.3727
YIL156W-B,262.148,197.279,343.666
UBP7,18.8021,14.4652,26.0587
RRD1,53.7137,46.814,73.6704
YIL152W,135.758,130.081,182.193
RPL40A,1489.71,1461.88,477.772
NDC80,51.6009,60.4281,55.1382
CCT2,179.237,171.117,171.793
AXL2,83.1096,107.983,77.2204
OM45,677.872,64.4156,1586.92
snR68,67.9204,73.4565,70.254
FLX1,32.1166,35.2114,28.2402
ASG1,67.6699,88.9209,61.0161
MET18,52.804,77.8152,38.0185
STH1,37.4611,32.5702,39.4561
KGD1,323.703,66.0098,690.527
AYR1,92.8879,128.71,67.9212
SIM1,143.109,203.444,79.8803
POG1,23.6262,28.6162,23.2485
QDR2,19.7169,14.729,30.422
QDR1,22.1721,18.1361,31.1735
RHO3,161.916,236.342,88.3711
HIS5,1466.68,1906.56,1365.52
SDP1,19.0558,15.2191,28.4946
HOS4,50.3227,49.7035,60.6388
COX5B,93.7026,136.969,79.6192
HPM1,55.0164,71.1779,37.2328
YIL108W,76.7403,93.9137,76.2981
MOB1,101.782,114.148,110.17
YIL105W-A,21.6333,26.1717,18.2808
DPH1,57.5354,48.7511,67.2294
tT(AGU)I1,0,0,0
SGA1,10.9006,5.37183,20.0404
FYV10,48.8126,28.0693,83.7023
PRK1,37.786,47.5358,33.9566
YIL092W,38.1076,47.5445,37.1017
ICE2,94.2272,88.7697,116.499
YIL089W,53.5969,60.4996,62.8392
tE(CUC)I,0,0,0
YIL082W-A,3.8129,2.82343,5.47398
tI(AAU)I2,0,0,0
THS1,420.863,537.631,337.054
SEC28,152.608,189.8,123.564
HOP1,5.59435,4.5836,7.00354
EFM4,71.7072,42.0531,106.661
YIL060W,19.0963,9.31838,34.41
SUP17,0,0,0
VHR1,177.87,181.99,229.445
YIL054W,1.68013,1.57502,1.58997
GPP1,959.212,1014.74,611.393
PCL7,116.079,79.3748,176.513
DFG10,54.5669,67.1768,53.9001
NEO1,36.4411,29.5341,46.6568
YIL046W-A,2.90186,0,7.53207
MET30,100.688,61.6186,161.144
PIG2,38.5098,35.5417,52.5291
GVP36,280.941,356.588,260.806
APQ12,286.025,432.006,201.275
TED1,129.384,156.718,117.473
CST6,91.9192,59.4947,150.049
ULP2,31.1791,35.3766,32.628
TIM44,225.251,244.067,236.938
RPB3,106.843,129.914,83.2134
FAF1,89.7512,123.961,67.1291
RPL2B,1132.33,1002.89,240.807
SNL1,103.048,134.139,63.0026
BAR1,154.858,294.844,35.7703
tT(AGU)I2,0,0,0
MNT3,50.8466,52.0121,59.8577
TIR3,133.145,260.371,30.392
DOT5,121.807,122.127,149.13
FAA3,36.9198,42.2915,22.0019
URM1,183.285,192.929,173.595
YIA6,21.6477,24.9077,21.8622
EPS1,58.4928,62.7782,64.332
CFD1,228.614,324.108,192.848
YIL002W-A,204.97,260.318,98.3292
YIL001W,28.7775,25.7356,37.4567
AIM21,58.6953,51.6174,75.4921
DJP1,96.5193,117.124,84.5916
IST3,271.782,428.936,181.169
tE(UUC)I,0,0,0
YIR007W,24.228,20.0475,33.7963
MSL1,81.6045,132.017,49.4155
DSN1,32.0695,34.1958,33.1648
SQT1,115.786,148.862,67.0397
YIR014W,22.43,9.91945,39.9049
RPR2,54.6225,33.2548,86.3984
YIR016W,30.9423,19.9983,46.3782
YAP5,45.7428,54.4407,39.3569
PWR1,3.49683,2.00889,6.07853
MRS1,23.0123,24.205,17.0293
YIR021W-A,1.862,2.07398,1.93563
SEC11,202.651,256.8,165.136
DAL81,37.5054,44.2257,34.3246
MND2,41.3879,45.553,44.4791
DAL4,12.6221,7.49614,21.1769
DAL2,45.5623,33.9914,71.0989
MGA2,27.2449,18.2533,39.8311
HYR1,254.664,293.484,239.794
PAU15,2.225,1.63221,3.67594
YIL177C,0.00694537,0,0.016664
PAU14,0,0,0
IMA3,0,0,0
YIL169C,24.2156,10.9319,39.7836
YIL166C,40.818,11.1272,85.5228
YIL165C,457.556,589.249,439.122
NIT1,303.868,403.714,292.087
YIL163C,35.971,22.3211,55.2785
POT1,36.3532,5.57172,81.3383
COA1,144.932,103.09,205.39
GUT2,206.604,53.9998,435.013
IMP2',100.282,79.5111,141.663
ESL1,29.8597,27.0697,35.192
MCM10,5.42283,5.2049,6.33411
MLP2,24.4441,26.6596,24.4197
SLN1,20.2903,18.7549,24.5322
ATG32,40.4743,14.0127,79.6098
PAN6,93.1029,94.272,104.025
SSL2,62.5607,48.6868,85.2182
REV7,65.4143,76.9374,61.8525
TPM2,333.481,460.47,238.837
TMA108,69.9076,86.4389,65.9504
VHS2,125.483,163.765,109.673
YIL134C-A,0.907864,0.783851,1.35265
RPL16A,682.29,636.896,274.734
CSM2,8.77277,4.70381,12.3223
FKH1,31.9754,27.8612,36.8893
TAO3,16.3718,10.9363,23.9842
RRT14,167.902,260.519,85.5359
RPI1,53.8439,90.3256,29.7504
PRM5,243.709,477.604,74.8997
NUP159,48.5874,42.0723,63.2665
POR2,46.4531,64.4486,25.3218
SEC24,130.281,157.642,113.814
PFK26,46.1525,28.2693,77.3698
SLM1,84.2473,87.0107,103.231
SHQ1,24.3917,31.9709,15.6405
YIL102C-A,96.0866,124.378,85.5521
YIL102C,5.3968,0.508214,11.8079
XBP1,26.8458,14.3902,47.8483
FMC1,72.4989,76.5897,73.1709
BMT5,37.7748,36.287,36.8152
tI(AAU)I1,0,0,0
LYS12,686.978,638.763,587.954
RSM25,75.4213,82.8194,66.9047
