gene_short_name,NIL_6h_FPKM,NIL_12h_FPKM,NIL_24h_FPKM
HMO1,254.351,225.187,280.004
NGG1,58.2233,59.1875,60.8068
UBC1,307.012,304.532,333.055
SDH4,771.15,194.563,1643.26
YDR179W-A,74.072,78.7742,88.9455
SCC2,10.2545,6.82258,13.9764
CDC1,104.185,103.773,116.711
YDR182W-A,23.1694,32.3865,18.1898
PLP1,35.0778,40.2288,27.2797
CCT6,219.373,184.319,235.035
SLY1,112.573,140.722,97.4282
HST4,33.4667,53.4263,18.0472
YDR193W,65.7204,75.4816,63.4383
YDR194W-A,0,0,0
REF2,44.7034,28.3933,65.8351
CBS2,57.8135,49.2444,77.1016
YDR199W,17.8282,15.5038,22.1626
SPC19,61.4805,74.1258,52.1129
YDR203W,201.768,203.201,261.583
COQ4,100.394,70.3852,158.162
MSC2,56.6087,48.6528,77.3502
EBS1,100.567,88.6168,127.868
MSS4,131.969,128.704,161.092
YDR210W,502.959,791.302,160.019
CTH1,101.008,148.31,62.2152
ENT5,127.973,127.049,147.108
YDR154C,1531.5,1701.28,997.408
CPR1,1381.93,1435.03,823.046
NBP2,123.993,165.048,98.94
SEC1,54.3313,53.1009,60.7857
SEC5,51.1019,55.7147,57.4102
STB3,81.4295,72.7857,105.383
YDR169C-A,12.5046,6.90661,21.6657
SEC7,31.357,27.7136,35.1664
-,0,0,0
ARG82,26.8114,10.1589,46.0957
RSM24,88.7966,69.3491,109.244
CSN9,45.8516,45.9056,49.615
SAS4,58.8644,79.4543,47.7317
YDR183C-A,7.44547,8.04951,1.92555
ATC1,52.5457,73.2847,24.7213
UPS3,37.0805,32.6025,47.733
YDR186C,210.014,166.677,298.065
YDR187C,33.1698,19.4377,47.4113
RVB1,102.821,113.165,78.3697
NUP42,47.7365,53.7795,47.9573
MSS116,112.754,88.9483,116.453
CAB5,82.8472,74.3082,103.142
RKM2,45.6952,46.6016,48.8214
VPS64,53.4595,47.5405,68.6181
RAV2,66.0994,65.0089,81.163
UME6,26.4084,11.4826,42.5566
YDR209C,109.327,121.795,45.7416
YJL045W,24.853,14.7882,42.8206
YJL043W,4.28806,2.04571,7.46986
MHP1,53.2996,22.9608,96.0283
GYP6,93.5476,78.7088,120.623
NUP192,29.3355,20.5115,40.2475
-,0,0,0
-,0,0,0
CYR1,22.8618,17.2438,32.1885
COX16,58.9029,61.1114,62.3509
PRE3,302.649,310.725,260.01
SYS1,118.479,98.5924,159.249
OST1,251.089,315.928,200.355
IRC18,15.7688,22.0905,13.7612
-,0,0,0
SNX4,134.23,151.816,145.76
KAR2,255.256,196.054,294.922
HCA4,61.9268,74.2167,45.4221
YJL032W,0.482135,0.154851,0.342878
MAD2,84.5587,110.435,66.9559
YJL028W,2.49344,0.19097,5.63647
RNR2,109.342,105.628,106.621
RRN7,33.3726,43.3093,28.6152
YJL022W,17.7349,8.86326,29.2218
YJL020W-A,50.0407,31.7994,74.8431
MPS3,77.8349,29.4297,147.271
YJL016W,84.7262,30.8683,159.303
CCT3,211.395,208.213,208.453
-,0,0,0
YJL009W,21.7305,18.497,13.8423
EMT3,0,0,0
LOH1,22.2195,24.8556,23.6468
TAD2,13.6517,8.88549,16.2737
BET4,72.4498,90.5915,56.5057
VPS53,52.8272,61.7172,52.3947
EMT5,0,0,0
YJL027C,1.38521,1.33878,1.81134
YJL026C-A,221.646,235.196,216.054
APS3,302.405,464.421,204.388
-,0,0,0
PET130,28.6851,19.8762,41.8024
BBC1,69.375,54.4048,99.9863
YJL015C,31.3766,10.2247,59.6225
MAD3,37.3658,29.3158,50.2384
VTC4,120.568,171.057,85.249
RPC17,33.551,38.6408,23.0882
-,0,0,0
NOP9,70.7373,95.0064,49.7451
CCT8,267.094,364.7,181.023
YJL007C,1.58183,0.317475,3.54759
CTK2,74.2668,97.4981,64.8262
SUP51,0,0,0
YJL220W,17.6509,3.39389,37.7604
UIP3,127.436,162.741,115.544
YAR028W,51.4783,84.2358,26.2671
YAR029W,30.3704,45.184,21.018
YAR030C,13.4706,12.9124,16.34
YJL077W-B,24.2809,8.54175,34.1921
YJL077W-A,204.743,66.8272,364.081
NET1,81.1898,87.6875,84.7401
JEM1,35.5345,25.4595,47.0867
ARG2,181.835,207.808,199.427
YJL067W,1.13756,0.298017,2.32648
YJL064W,174.934,245.191,132.31
COA3,296.59,226.886,385.273
LAS21,44.764,47.3718,45.904
NUP82,50.3959,64.3011,39.8177
BNA3,295.597,376.552,249.811
YHC3,33.6376,26.1762,46.5587
YJL055W,338.188,384.161,336.41
TIM54,88.1046,71.0561,105.862
PEP8,135.975,165.306,139.674
TDH1,50.4364,81.1878,30.5991
IRC8,34.2447,38.7094,34.6004
MTR4,66.9217,85.2361,45.6991
YJL049W,48.8745,49.018,54.2692
AIM22,60.1579,39.8168,88.9275
SUP7,0,0,0
PRY1,265.203,209.354,403.874
PRY3,95.1329,100.006,100.012
ICS3,146.957,85.9766,236.267
APQ13,109.556,128.735,109.346
SMC3,17.1327,10.6811,24.2505
PSF2,385.475,728.773,139.453
YJL070C,42.8047,32.7998,63.9439
UTP18,106.745,160.359,57.086
YJL068C,133.599,97.6491,195.076
MPM1,153.174,56.9247,295.875
DLS1,43.4002,59.3387,33.3806
MRPL8,122.175,77.1349,159.891
BIT61,44.6976,54.3897,44.5763
IKS1,42.734,44.5113,50.2974
ZAP1,73.0987,78.6131,83.9735
YJL052C-A,5.74203,0,14.3229
UBX6,254.982,257.83,328.894
YJL047C-A,5.97973,0,7.43564
SNR60,9.06288,9.00053,10.0439
RTT101,47.0201,51.0724,54.8742
SRS2,25.3917,17.6266,36.0656
SIP4,281.473,43.2586,617.92
ARG3,1062.6,1122.94,1107.69
EXO70,40.3451,43.0674,42.4669
TAX4,12.4606,8.38481,18.4248
IML2,43.917,44.0387,51.4713
KHA1,48.1325,39.4253,66.421
TOK1,44.5707,37.177,58.0777
GWT1,71.3558,88.0709,64.4064
DPB11,39.7194,30.0072,55.742
TRL1,32.2183,39.68,27.2824
YJL086C,0.280952,0.156422,0.316969
ALY2,35.7835,38.3009,41.3826
ARP4,93.8775,92.2367,101.88
SCP160,76.0931,92.5728,45.8582
MET3,211.76,107.384,54.9819
AVT1,85.488,73.6787,96.8179
MPP10,73.737,78.7176,67.8294
APL1,48.8895,39.9663,64.8705
POL31,103.079,119.857,99.6987
SUI2,305.436,430.657,215.447
MHO1,153.368,111.705,247.874
YJR003C,59.5217,55.3643,67.7529
SAG1,78.0958,51.8934,123.738
YJR005C-A,2.64438,3.24755,2.75959
TDH2,1542.01,697.971,68.585
YLR161W,19.4629,3.65663,41.8804
ASP3-4,351.836,346.688,396.55
YLR154W-E,30.8068,10.0135,8.45401
YLR154W-F,35.3299,37.0203,34.5075
RDN58-2,0,0,0
RDN18-2,0,0,0
YOR146W,605.157,728.789,543.763
MDM32,128.864,90.4219,202.831
MRPL23,241.268,288.374,204.789
PDR5,63.2778,93.1363,26.8113
SLP1,49.6514,34.6508,73.9308
PET123,142.542,141.613,151.956
MTR10,37.7936,42.7684,34.3811
YOR161W-A,32.8464,42.529,0
YOR161W-B,52.2474,47.6637,60.7556
DDP1,130.747,133.831,149.301
SEY1,90.4891,101.239,86.9043
GLN4,70.2558,55.6607,53.8241
YOR170W,53.6126,56.3317,55.1848
THI80,53.1787,80.542,27.1069
ELG1,20.7504,19.5961,23.1867
PNO1,102.8,108.679,77.38
SPP2,77.2862,41.9001,127.897
SMP3,47.5814,39.127,63.2159
RPB2,100.602,104.751,93.8402
YOR152C,59.057,17.6096,118.693
ISN1,42.8756,35.4339,52.8869
NFI1,16.6744,12.1483,22.9537
PUP1,195.318,192.448,178.899
SME1,136.636,194.05,75.0728
PNS1,58.7116,52.3555,73.2052
YOR161C-C,19.3473,7.82535,34.0991
YRR1,38.182,22.1628,62.7394
GET4,159.284,220.021,122.767
SWT1,41.4027,42.2194,40.5358
RPS28A,2658.06,3055.88,829.3
YOR169C,87.6044,74.3001,55.8433
RAS1,92.5719,102.17,75.5114
YOR102W,3.64137,1.61579,2.13712
PIN2,107.02,141.8,97.2173
YOR105W,61.1148,83.7548,50.6901
VAM3,41.004,39.7006,47.9756
RGS2,41.6045,32.6553,60.3136
OST2,151.866,178.818,123.691
YGR025W,5.93891,3.59716,9.76371
YGR026W,250.368,287.756,244.756
RPS25A,607.615,459.603,272.056
-,0,0,0
TYW3,75.9493,87.524,68.8044
ALG13,40.3439,40.8181,42.233
RIM8,58.7977,67.9186,65.1399
DST1,140.742,187.686,103.33
YGL041W-A,97.7325,101.265,96.3442
SUP54,0,0,0
YGL039W,68.7984,83.5024,59.808
YGL036W,71.0775,64.8969,88.9574
HOP2,4.86115,8.92624,1.81653
RPL30,1345.94,678.559,268.772
CGR1,174.561,249.039,91.5645
YGL024W,72.7536,53.9557,106.846
STT3,149.556,158.665,137.817
ALK1,133.388,203.417,92.6859
CKB1,113.662,130.223,88.4958
ATE1,32.7208,42.6272,27.186
KAP122,24.6255,20.2829,30.1144
PUF4,96.3738,127.047,74.6612
ERG4,235.27,231.491,206.739
YGL010W,36.5634,26.9738,46.6685
BRP1,4.32866,4.81636,4.34791
YGL006W-A,0,0,0
PMC1,46.1766,30.5582,67.0677
ERP6,79.8847,71.4238,96.5562
CUL3,73.0161,68.3423,94.1992
PEX31,17.2983,16.8019,15.9084
PRP18,43.8322,44.5843,51.7699
ECT1,103.628,107.152,105.352
NMA2,61.1739,46.6926,85.9173
YGR011W,29.9836,25.8548,33.4939
YGR012W,77.854,86.5501,77.1571
SNU71,54.7939,63.4581,53.8635
MSB2,42.8842,48.7378,33.0475
YGR016W,29.0502,29.7868,32.5161
YGR017W,85.0099,85.9097,85.0484
UGA1,127.833,108.321,180.631
YGR021W,47.2162,21.6225,73.798
MTL1,319.604,220.986,530.297
-,0,0,0
TIF4632,67.1737,101.711,41.2498
RPT6,269.3,211.979,327.136
-,0,0,0
RNA15,96.2603,115.485,93.891
YGL042C,374.807,542.784,282.998
YGL041C-B,6.74446,5.19475,8.2521
YGL041C,113.975,113.72,121.955
HEM2,169.775,114.251,229.213
OCH1,44.7066,35.814,58.6311
PNC1,576.85,517.84,782.327
MIG1,99.7415,95.1169,120.084
YGL034C,2.62142,1.39903,4.4846
AGA2,258.041,439.24,100.113
RPL24A,673.695,689.921,215.878
-,0,0,0
SCW11,95.6774,129.166,52.0549
CWH41,75.093,60.9796,95.6141
TRP5,530.029,535.878,634.771
PGD1,59.0285,45.0027,82.6562
PIB2,113.378,108.645,140.672
GET1,100.714,128.954,58.1694
JAC1,72.4664,84.8096,69.1784
YGL015C,11.9921,20.1404,7.74034
YGL014C-A,65.4096,74.1223,59.1363
PDR1,73.2118,47.1183,112.847
SCL1,451.251,430.715,470.556
LEU1,434.41,409.949,285.73
PMA1,1371.16,751.505,1131.1
YGL007C-A,36.4267,0,107.716
COG7,108.683,146.345,83.5995
RPN14,79.4626,93.0132,83.334
CDH1,35.9407,27.9796,48.2397
ERG26,289.172,448.091,174.628
YGR001C,192.281,195.202,198.786
SWC4,74.0139,88.7143,76.0369
TFG2,120.115,132.417,121.059
STF2,321.877,117.177,627.068
SEC9,82.6152,75.0058,105.436
YGR015C,55.7237,60.9878,62.9621
YGR018C,209.987,226.364,213.398
VMA7,521.913,709.266,314.884
YGR022C,0.0617346,0.123521,0
YGL052W,26.8762,19.7707,38.3001
-,0,0,0
MSP1,76.6497,62.5844,107.894
ERV1,345.168,376.754,396.89
SNR46,19.2069,2.71533,34.1118
IMO32,55.5753,37.2359,86.8998
GSC2,76.9349,19.8536,156.848
RPL26B,1096.92,977.169,191.991
YGR035W-A,92.8942,108.484,94.7795
ORM1,79.0824,65.2752,89.6775
-,0,0,0
POP6,106.61,117.373,119.566
NAG1,58.347,35.2835,93.7096
TIM21,185.832,214.26,190.391
YGR035C,114.211,230.403,13.8076
CAX4,39.046,44.0442,35.5264
ACB1,595.25,610.856,448.132
-,0,0,0
TAM41,118.467,83.4935,175.594
UFD1,115.941,140.177,103.771
SCM4,217.675,238.758,215.734
FMP48,32.4418,42.7373,27.0929
YGR054W,96.5038,101.985,79.4509
MUP1,196.983,15.1087,358.631
YGR045C,8.25366,0.972916,19.3082
TFC4,32.5335,37.3919,31.3547
YGR050C,30.8305,37.2621,30.8188
YGR051C,22.1398,15.9934,36.2145
YGR053C,21.6874,12.6142,38.1408
YGR039W,28.2094,42.7254,18.6427
KSS1,48.7113,52.8364,50.6926
BUD9,32.0496,25.4651,38.6639
YGR042W,63.1164,58.7558,73.2011
NQM1,136.196,44.5267,280.262
LEU9,163.609,154.959,162.456
INP53,31.1592,27.4043,37.169
TFC7,38.0104,45.2494,30.899
YOR111W,39.2103,52.8513,31.166
CEX1,51.1381,57.7992,50.6105
AZF1,77.7185,64.5902,109.025
YOR114W,86.8301,93.3854,104.476
RPT5,335.808,409.568,288.764
RTC5,82.7078,83.0982,92.4777
GCY1,80.5234,33.4222,151.663
RGA1,54.8904,80.4007,37.6264
-,0,0,0
VPS17,58.7419,31.8549,96.693
YOR108C-A,252.424,264.947,241.916
TRS33,92.7841,121.922,64.4303
RPO31,35.2053,27.5592,40.1791
RIO1,56.1965,56.7346,61.6893
YOR121C,148.641,59.4954,283.385
PFY1,929.817,912.562,1003.45
LEO1,105.078,103.398,108.754
UBP2,60.4909,57.1926,75.1142
CAT5,35.2275,34.0339,37.7338
IAH1,59.2061,56.7463,68.4756
ADE2,925.883,748.057,1296.57
AFI1,64.6972,28.9626,118.916
ORT1,226.514,332.436,183.583
YOR131C,131.699,167.548,112.457
-,0,0,0
YOL013W-A,8.13611,6.04973,2.40324
PLB3,55.0297,32.6165,79.3813
RCL1,70.6965,75.617,47.6801
COQ10,47.3743,64.2228,38.4116
SIN3,46.6478,45.4173,52.4101
PHO80,51.101,37.3419,71.2804
RRP6,77.6203,97.9848,61.9058
ALG6,131.463,130.089,147.102
YSP3,48.2514,32.4042,77.6829
UTP23,58.5094,63.884,37.9414
YOR008W-B,47.0373,14.302,80.0052
HRD1,57.851,35.0314,91.7518
HTZ1,175.628,143.106,201.786
MDM12,45.0933,43.3201,53.5484
CSI2,69.2033,100.444,43.4642
TOP1,74.518,77.3647,82.1737
RPB11,300.655,380.793,247.894
PFA4,60.4984,58.8961,71.6407
IZH2,93.692,116.895,63.8038
DNL4,33.3001,25.0766,49.7829
TSR3,108.656,149.253,85.8072
SGT2,620.065,699.317,567.599
-,0,0,0
SLG1,214.236,218.113,239.937
YOR008C-A,13.4005,2.21844,28.0244
SAC7,68.7883,72.7295,72.5141
SPT3,41.5183,30.8126,54.451
SHE9,50.1716,46.3343,59.979
RPT3,266.805,235.478,304.028
SXM1,88.8275,122.71,60.1629
YDR396W,18.5029,11.3587,22.2207
UTP5,69.4699,70.9719,55.4185
HPT1,427.593,73.506,492.91
URH1,49.6187,62.5436,39.3912
YDR401W,0,0,0
DIT1,15.9847,21.3511,13.6339
MRP20,95.5981,47.3133,157.654
PDR15,35.61,14.5403,66.4239
YDR406W-A,0.551993,0.391211,0.868792
SIZ1,44.4651,37.3156,59.7528
RRP17,18.6918,26.51,8.85385
SYF1,24.0643,26.5939,23.0081
RPL12B,996.827,924.442,400.03
RAD30,41.8735,38.7304,51.966
-,0,0,0
UBA2,128.536,151.73,127.63
SUF3,0,0,0
YDR391C,42.4008,38.9254,55.9288
NCB2,66.6789,41.3439,74.8473
DIT2,8.69517,4.01493,15.3233
RPB7,97.1316,86.229,97.4022
TRS120,40.8386,49.7287,36.4861
ADE8,471.424,166.876,872.117
STE14,54.8564,63.4835,42.1182
DFM1,88.4756,72.0985,112.27
YDR413C,311.106,511.218,162.254
ERD1,77.7322,85.7971,77.4529
YDR415C,64.5281,64.2274,75.4177
YDR417C,84.2282,21.8864,9.37853
MUS81,27.2423,21.1871,38.4251
YDR387C,40.0632,25.8048,61.3654
KEI1,70.6337,67.847,69.546
YPR1,210.458,257.087,189.552
CTS2,54.3309,85.0208,34.2609
FRQ1,134.809,140.699,147.239
WIP1,245.232,398.765,137.984
ARH1,61.394,45.5705,87.1919
ATP17,654.581,224.165,1246.7
RGA2,43.3258,50.5136,43.653
ARO10,139.588,23.1913,298.201
YRA1,389.733,566.9,158.67
XRS2,20.9324,21.2248,23.9933
YDR370C,54.8985,66.207,49.7946
YDR371C-A,35.8118,56.7666,5.92513
VPS74,216.145,306.732,147.795
YDR374C,6.53446,10.6047,4.62448
BCS1,52.9043,40.1907,63.5669
LSM6,251.324,332.175,152.269
YDR379C-A,282.505,116.825,542.815
YDR381C-A,240.195,175.179,363.307
RPP2B,1507.4,1369.12,404.535
NKP1,79.6747,126.044,49.6721
ATO3,285.026,61.6572,601.253
MRP1,127.05,120.464,143.671
EMT1,0,0,0
SBE2,64.1842,82.8722,58.1111
YDR352W,56.0481,57.3372,56.7477
TRR1,412.717,617.638,206.45
TRP4,535.385,589.175,608.026
SPC110,20.3551,15.1648,27.532
GGA1,62.3623,56.7519,85.567
OPI7,20.4417,5.83147,38.0172
ESC2,34.6072,34.7507,40.8379
-,0,0,0
SEM1,993.718,1253.16,841.258
YDR344C,11.8315,6.07827,16.745
HXT3,342.399,277.318,52.3608
SVF1,192.953,214.495,176.944
PAL1,123.094,110.397,150.655
YPS7,124.952,121.963,148.834
ATP22,55.2291,46.5833,78.3565
YDR354C-A,268.468,287.034,287.827
YDR355C,0.271143,0,0
CNL1,137.053,93.0775,199.442
EAF1,25.4136,7.3012,47.0184
BCP1,85.6792,72.4211,86.0812
TFC6,32.8398,24.047,45.1319
CDC40,35.1003,26.1684,47.2344
ESF1,99.0477,120.728,75.285
ARO80,28.19,23.9682,38.1271
SNX41,101.696,104.674,128.6
SIP1,40.3219,28.1914,59.614
CAD1,77.2105,66.8385,109.272
DYN2,241.092,259.119,218.423
YDR426C,302.901,516.432,195.219
YDL186W,7.28872,7.27185,8.03362
VMA1,202.275,211.992,192.454
LYS20,1322.68,1296.15,1272.58
INH1,622.351,110.354,1304.51
YDL180W,79.3933,79.1109,93.2094
PCL9,60.1013,78.0056,38.9955
DLD2,286.697,266.942,375.908
YDL176W,24.6295,19.6776,33.3233
PAR32,133.831,133.741,152.339
UGA3,255.16,305.349,276.541
SFA1,288.601,330.595,302.088
CDC36,133.678,172.318,112.956
YDL163W,33.6944,29.5555,38.2895
ENT1,147.121,143.929,171.667
YDL159W-A,0,0,0
STE7,43.2914,39.905,52.7834
CMR1,15.8408,12.1181,20.6281
CLB3,55.239,56.8551,54.4021
MSH5,15.5668,20.7716,13.5606
YDL152W,30.62,35.8955,20.6843
RPC53,62.1821,71.3828,50.3548
ATG9,15.3204,5.13932,28.587
RPN5,545.523,523.773,675.505
LDB17,18.8822,16.2016,24.1012
CCT4,166.969,148.063,150.332
BPL1,45.21,37.3465,58.1112
RGT2,36.0075,33.6772,42.4504
ARF2,393.099,375.911,469.526
RPL35B,515.253,497.445,170.821
SRF1,39.7105,36.9288,47.0473
CDC53,109.493,91.9794,145.281
PPH22,81.0338,65.6293,101.35
YDL187C,0.434998,0.245773,0.806478
YDL185C-A,182.495,193.983,203.823
RPL41A,6148.12,8769.37,2361.74
YDL183C,55.9092,34.631,86.2713
YDL177C,101.642,145.687,75.3776
AIR2,102.756,83.4241,144.957
DLD1,334.589,196.526,533.948
YDL172C,745.916,785.667,892.068
GLT1,117.405,64.2496,185.838
UGX2,104.102,28.6709,211.903
NRP1,82.951,137.865,34.0634
FAP7,109.155,144.448,67.7217
CDC9,26.0067,22.7347,28.0582
YDL162C,2.71679,0.607111,4.54838
MHF2,105.562,119.578,89.5626
DHH1,45.3512,67.5481,29.3565
YDL159C-B,97.2316,81.1314,129.495
YDL158C,38.2415,31.2584,44.8023
YDL157C,251.367,369.435,144.672
SAS10,67.6972,85.3118,44.8291
BUD30,0.787127,0,0.0961567
NOP14,75.8519,110.51,44.9822
COP1,105.757,97.168,115.519
YDL144C,97.7819,89.9294,113.298
CRD1,88.286,89.021,103.932
RPO21,63.0052,46.9145,75.6475
SCM3,36.6661,46.078,32.979
RDI1,230.809,234.998,268.991
PPH21,116.49,100.589,136.103
RPL41B,15412,19290.4,11592.9
SAM3,215.6,156.073,313.87
SAM4,362.364,421.946,361.507
ATP15,1337.15,467.007,2543.41
MDL2,114.955,93.8136,157.175
KAR9,29.3241,36.0449,28.9061
PLC1,43.1595,39.6358,54.9884
ACM1,85.6066,128.213,54.9154
DIM1,123.259,148.416,85.2653
DIP5,658.793,383.056,1153.04
FUM1,809.689,206.185,1686.36
YPL260W,198.994,207.91,229.165
YPL272C,35.8504,27.7298,54.6148
YPL264C,150.207,236.517,99.823
KEL3,62.7258,54.1446,63.3453
YPL261C,8.94832,14.0606,7.22868
APM1,74.0846,90.8997,66.6307
THI21,18.827,11.5395,29.5891
-,0,0,0
LYS21,975.979,952.549,1112.79
STF1,1849.64,730.852,3585.55
RPP1B,1144.48,870.44,322.951
YDL129W,46.5331,34.9967,68.5648
VCX1,190.1,141.488,264.658
PCL2,49.5148,70.1244,34.0302
YDL124W,332.556,208.537,549.559
SNA4,184.442,113.029,313.149
UBP1,83.2819,91.7514,75.476
YFH1,225.443,203.385,283.896
YDL118W,56.0606,70.9042,45.4131
CYK3,43.9241,56.2954,33.1338
NUP84,69.5095,65.4205,83.1383
YDL114W-A,64.1642,27.5895,111.373
YDL114W,1.35995,1.30639,1.7302
TRM3,42.6057,55.128,32.7961
KIN28,73.1328,90.7958,62.8305
MSS2,30.8471,22.3552,42.6929
NSE4,18.2642,15.1533,22.6511
CDC48,483.48,391.964,633.424
HNT1,390.444,252.052,483.643
YDL121C,338.548,444.855,284.812
YDL119C,26.2426,34.9114,19.6958
IWR1,141.573,159.656,149.864
ATG20,46.9738,24.8451,80.9239
RRP42,156.665,223.775,101.592
TMA17,225.798,203.695,306.284
YDL109C,18.9846,14.8523,25.1497
PHO2,69.6747,72.1623,81.9868
NPC2,457.724,503.557,442.797
MRP10,238.412,257.2,228.678
YDL041W,40.3794,43.5122,43.0402
YDL034W,20.0204,11.1986,30.1229
YDL032W,27.7884,14.0014,48.0124
DBP10,60.15,68.0089,51.3829
PRP9,33.9499,32.1298,38.4291
ARP2,187.539,202.871,173.013
YDL026W,61.767,39.0286,95.6851
YDL025W-A,207.305,218.123,227.438
-,0,0,0
GPD1,281.579,318.812,273.969
GPM2,35.3254,28.1493,49.157
CDC7,35.8806,36.5216,41.0192
NOP1,384.462,458.434,126.819
SLX5,62.8607,59.0153,80.0007
GRX6,141.787,95.8707,220.972
APC11,107.243,127.666,88.592
-,0,0,0
RPT2,451.86,461.193,468.64
PTC1,90.2785,127.441,68.5665
ATP16,628.007,339.758,1057.9
MCD1,42.9358,67.0677,15.1324
RMD1,51.2005,47.8185,61.1653
YRB1,431.685,550.524,230.452
RCR2,93.7384,53.7557,154.247
YDR003W-A,69.5184,29.7287,131.672
RAD57,81.6994,86.941,90.8619
TRP1,90.0949,76.1342,116.957
GAL3,32.8131,5.19433,70.7567
SNQ2,64.7702,89.3305,44.4867
FAD1,94.4542,86.3756,121.639
MTF2,37.4141,35.4751,44.2604
PRP11,64.7739,94.0727,43.8457
SIR2,24.4913,24.2506,27.2184
NAT1,100.971,111.073,98.0898
PRM7,37.7787,49.4648,15.1777
BSC1,22.6409,26.9134,11.7064
PUS9,32.7099,34.6135,29.5312
GPR1,90.7632,94.1959,107.287
SLM3,22.1712,10.863,35.8775
MPS1,51.4571,65.3832,46.9053
YDL027C,80.1913,45.3675,135.533
RTK1,313.271,309.012,395.284
DIA3,8.42209,4.50828,14.4596
YDL022C-A,1.43896,0,3.40836
YDL023C,29.1384,24.5979,26.8062
RPN4,200.631,153.769,280.909
OSH2,54.7436,34.6442,85.1321
ERP3,50.1059,25.8066,77.5105
YDL016C,9.88822,8.90128,10.177
TSC13,382.827,461.09,337.022
YDL012C,326.772,437.622,258.229
YDL011C,1.06847,0,0
YDL009C,92.6992,61.713,144.789
-,0,0,0
YDL007C-A,0.853148,1.26769,0.646613
MED2,135.061,133.604,159.385
NHP10,104.177,130.091,91.6344
NTH1,139.655,133.597,182.273
MAF1,106.933,126.069,106.231
SOK1,94.7666,87.4168,122.38
YDR008C,158.071,127.839,217.442
YDR010C,25.0183,1.02222,59.6307
DPH1,62.3241,52.4456,72.3392
-,0,0,0
YIL100W,2.03801,1.61588,3.23755
SGA1,11.5271,5.59189,21.1505
FYV10,53.9916,30.8715,92.1204
PRK1,41.0848,51.4548,36.7043
SHQ1,26.4784,34.4967,16.915
YIL102C-A,103.093,133.029,91.4844
YIL102C,5.86439,0.547979,12.7794
XBP1,28.9692,15.4951,51.3811
YIL100C-A,0,0,0
FMC1,82.2074,86.0843,82.2064
YIL096C,43.8427,41.9276,42.699
-,0,0,0
LYS12,737.626,680.601,629.174
PSF1,50.9974,67.704,33.8917
RAD61,23.8743,22.9238,29.8578
HED1,1.01591,0.834791,1.48142
FAL1,41.1095,59.4309,28.0491
SES1,282.968,333.768,173.462
FYV1,0.449863,0.456801,0.284569
RPS11A,1126.47,997.914,351.179
YDR015C,4.61313,5.09991,4.27039
DAD1,108.676,141.669,72.4994
KCS1,36.6662,25.9526,51.2397
YDR018C,10.9758,2.92085,22.3208
GCV1,563.548,210.893,1078.39
DAS2,74.6845,59.4902,98.6598
ATG31,62.6857,70.4237,64.9789
-,0,0,0
NSI1,56.9819,64.6205,55.0252
YDR029W,97.0817,72.4855,153.756
MIC14,100.637,73.5454,158.326
MRH1,502.932,482.584,331.108
REG1,69.0953,55.4712,91.1217
RAD28,30.4954,15.2439,52.899
PST2,405.959,331.791,571.347
LYS14,142.685,127.865,183.36
YIL092W,42.6168,52.5122,41.2856
ICE2,101.111,94.5341,124.137
YIL089W,57.811,65.2063,66.1103
-,0,0,0
RSM25,85.2746,92.8212,75.6594
UTP25,58.4949,80.4215,37.2488
AVT7,175.75,84.6669,305.073
AIM19,298.453,258.107,433.516
YIL086C,9.55096,6.00726,16.0145
KTR7,83.2321,99.2225,74.4227
SDS3,23.2944,28.491,21.2685
CAB2,391.781,356.938,530.36
NUT2,59.6758,62.4199,64.3136
JIP5,151.955,167.448,151.375
YPR169W-A,21.5633,18.7837,27.9727
YPR170W-B,352.532,411.645,269.894
YPR170W-A,16.2962,19.0845,18.4613
BSP1,43.0227,50.3704,41.7761
YPR172W,163.626,145.192,214.12
DPB2,31.4099,37.5547,27.1803
PRP4,63.1767,73.144,65.6148
AOS1,77.443,99.9082,66.4007
SMX3,81.1393,79.8236,84.4956
DPM1,244.418,358.027,142.751
GDB1,49.2878,16.1843,97.9867
ATG13,82.3788,70.9447,109.382
RPO26,392.728,539.46,180.799
SKI3,24.6413,25.574,25.5922
QCR2,1039.81,566.27,1794.57
AQY1,40.3375,22.3123,73.6997
YPR196W,31.7513,21.7548,49.0528
SGE1,90.6428,89.855,108.302
ARR3,33.5332,29.7618,47.3113
MRP2,161.273,145.17,185.478
MET16,810.25,1500.16,216.288
-,0,0,0
YPR170C,16.3956,19.4144,17.6099
VPS4,121.981,133.754,110.357
YPR174C,62.9402,57.9795,79.4712
BET2,128.484,146.784,132.569
YPR177C,2.65918,3.32478,1.72808
HDA3,45.7987,53.8789,45.436
SEC23,171.846,181.815,159.186
PZF1,53.0001,70.2054,43.2032
MLC2,190.878,267.619,145.225
RPC82,68.6902,54.7452,87.6227
HPA2,47.351,31.5897,76.0992
OPT2,8.53815,5.56351,11.8895
YPR195C,13.2864,13.6579,13.9681
YPR197C,1.24645,1.02361,1.10882
ARR1,67.928,68.2713,77.3984
ARR2,17.137,11.6342,25.3203
MMS1,22.6378,24.6851,24.3231
RHO1,604.999,742.34,477.815
BNS1,129.898,150.159,151.466
NAS6,125.86,124.246,137.654
YHB1,784.038,734.868,844.978
PHB2,315.892,308.698,345.595
PHO81,24.5708,15.6513,36.6446
